"Collected","Badge","Card","Booster Only","Badge Section","Effects","Wiki URL","Image URL"
"","Beach Badge","Ribbon Pig Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Ribbon_Pig#Victoria_Island","https://media.maplestorywiki.net/yetidb/Use_Ribbon_Pig_Familiar.png"
"","Beach Badge","Mano Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Mano#Lith_Harbor","https://media.maplestorywiki.net/yetidb/Use_Mano_Familiar.png"
"","Beach Badge","Blue Ribbon Pig Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Blue_Ribbon_Pig#Victoria_Island","https://media.maplestorywiki.net/yetidb/Use_Blue_Ribbon_Pig_Familiar.png"
"","Beach Badge","Lorang Familiar","TRUE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","","https://media.maplestorywiki.net/yetidb/Use_Lorang_Familiar.png"
"","Beach Badge","Clang Familiar","TRUE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","","https://media.maplestorywiki.net/yetidb/Use_Clang_Familiar.png"
"","Beach Badge","Tortie Familiar","TRUE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","","https://media.maplestorywiki.net/yetidb/Use_Tortie_Familiar.png"
"","Machine Badge","Cube Slime Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Cube_Slime#Magatia","https://media.maplestorywiki.net/yetidb/Use_Cube_Slime_Familiar.png"
"","Machine Badge","Iron Mutae Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Iron_Mutae#Magatia","https://media.maplestorywiki.net/yetidb/Use_Iron_Mutae_Familiar.png"
"","Machine Badge","Rumo Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Rumo#Magatia","https://media.maplestorywiki.net/yetidb/Use_Rumo_Familiar.png"
"","Machine Badge","Reinforced Iron Mutae Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Reinforced_Iron_Mutae#Magatia","https://media.maplestorywiki.net/yetidb/Use_Reinforced_Iron_Mutae_Familiar.png"
"","Machine Badge","Triple Rumo Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Triple_Rumo#Magatia","https://media.maplestorywiki.net/yetidb/Use_Triple_Rumo_Familiar.png"
"","Machine Badge","Mithril Mutae Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Mithril_Mutae#Magatia","https://media.maplestorywiki.net/yetidb/Use_Mithril_Mutae_Familiar.png"
"","Machine Badge","Homun Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Homun#Magatia","https://media.maplestorywiki.net/yetidb/Use_Homun_Familiar.png"
"","Machine Badge","Reinforced Mithril Mutae Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Reinforced_Mithril_Mutae#Magatia","https://media.maplestorywiki.net/yetidb/Use_Reinforced_Mithril_Mutae_Familiar.png"
"","Machine Badge","Homunculus Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Homunculus#Magatia","https://media.maplestorywiki.net/yetidb/Use_Homunculus_Familiar.png"
"","Machine Badge","Roid Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Roid#Magatia","https://media.maplestorywiki.net/yetidb/Use_Roid_Familiar.png"
"","Machine Badge","Neo Huroid Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Neo_Huroid#Magatia","https://media.maplestorywiki.net/yetidb/Use_Neo_Huroid_Familiar.png"
"","Machine Badge","D. Roy Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/D._Roy#Magatia","https://media.maplestorywiki.net/yetidb/Use_D._Roy_Familiar.png"
"","Machine Badge","Cube Slime Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Cube_Slime#Magatia","https://media.maplestorywiki.net/yetidb/Use_Cube_Slime_Familiar.png"
"","Machine Badge","Rurumo Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Rurumo#Magatia","https://media.maplestorywiki.net/yetidb/Use_Rurumo_Familiar.png"
"","Machine Badge","Homunscullo Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Homunscullo#Magatia","https://media.maplestorywiki.net/yetidb/Use_Homunscullo_Familiar.png"
"","Machine Badge","Security Camera Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Security_Camera#Magatia","https://media.maplestorywiki.net/yetidb/Use_Security_Camera_Familiar.png"
"","Machine Badge","Deet and Roi Familiar","TRUE","Requires Booster Packs","INT: +2; Magic Attack: +1","","https://media.maplestorywiki.net/yetidb/Use_Deet_and_Roi_Familiar.png"
"","Machine Badge","Chimera Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Chimera#Magatia","https://media.maplestorywiki.net/yetidb/Use_Chimera_Familiar.png"
"","Machine Badge","Frankenroid Familiar","FALSE","Requires Booster Packs","INT: +2; Magic Attack: +1","https://maplestorywiki.net/w/Frankenroid#Romeo_and_Juliet","https://media.maplestorywiki.net/yetidb/Use_Frankenroid_Familiar.png"
"","Toy Badge","Retz Familiar","TRUE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","","https://media.maplestorywiki.net/yetidb/Use_Retz_Familiar.png"
"","Toy Badge","Ratz Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Ratz#Eos_Tower","https://media.maplestorywiki.net/yetidb/Use_Ratz_Familiar.png"
"","Toy Badge","Black Ratz Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Black_Ratz#Eos_Tower","https://media.maplestorywiki.net/yetidb/Use_Black_Ratz_Familiar.png"
"","Toy Badge","Chirppy Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Chirppy#Eos_Tower","https://media.maplestorywiki.net/yetidb/Use_Chirppy_Familiar.png"
"","Toy Badge","Drumming Bunny Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Drumming_Bunny#Eos_Tower","https://media.maplestorywiki.net/yetidb/Use_Drumming_Bunny_Familiar.png"
"","Toy Badge","Propelly Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Propelly#Eos_Tower","https://media.maplestorywiki.net/yetidb/Use_Propelly_Familiar.png"
"","Toy Badge","Planey Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Planey#Eos_Tower","https://media.maplestorywiki.net/yetidb/Use_Planey_Familiar.png"
"","Toy Badge","Tweeter Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Tweeter#Eos_Tower","https://media.maplestorywiki.net/yetidb/Use_Tweeter_Familiar.png"
"","Toy Badge","Bloctopus Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Bloctopus#Eos_Tower","https://media.maplestorywiki.net/yetidb/Use_Bloctopus_Familiar.png"
"","Toy Badge","King Bloctopus Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/King_Bloctopus#Eos_Tower","https://media.maplestorywiki.net/yetidb/Use_King_Bloctopus_Familiar.png"
"","Toy Badge","Block Golem Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Block_Golem#Eos_Tower","https://media.maplestorywiki.net/yetidb/Use_Block_Golem_Familiar.png"
"","Toy Badge","King Block Golem Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/King_Block_Golem#Eos_Tower","https://media.maplestorywiki.net/yetidb/Use_King_Block_Golem_Familiar.png"
"","Toy Badge","Rombot Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Rombot#Eos_Tower","https://media.maplestorywiki.net/yetidb/Use_Rombot_Familiar.png"
"","Toy Badge","Brown Teddy Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Brown_Teddy#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Brown_Teddy_Familiar.png"
"","Toy Badge","Pink Teddy Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Pink_Teddy#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Pink_Teddy_Familiar.png"
"","Toy Badge","Panda Teddy Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Panda_Teddy#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Panda_Teddy_Familiar.png"
"","Toy Badge","Roloduck Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Roloduck#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Roloduck_Familiar.png"
"","Toy Badge","Toy Trojan Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Toy_Trojan#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Toy_Trojan_Familiar.png"
"","Toy Badge","Robo Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Robo#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Robo_Familiar.png"
"","Toy Badge","Master Robo Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Master_Robo#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Master_Robo_Familiar.png"
"","Toy Badge","Tick Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Tick#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Tick_Familiar.png"
"","Toy Badge","Tick-Tock Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Tick-Tock#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Tick-Tock_Familiar.png"
"","Toy Badge","Chronos Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Chronos#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Chronos_Familiar.png"
"","Toy Badge","Platoon Chronos Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Platoon_Chronos#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Platoon_Chronos_Familiar.png"
"","Toy Badge","Master Chronos Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Master_Chronos#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Master_Chronos_Familiar.png"
"","Toy Badge","Timer Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Timer#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Timer_Familiar.png"
"","Toy Badge","Alishar Familiar","FALSE","Requires Booster Packs","Max HP: +10; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Alishar#Dimensional_Crack","https://media.maplestorywiki.net/yetidb/Use_Alishar_Familiar.png"
"","Forest Badge","Mossy Snail Familiar","FALSE","Requires Booster Packs","Max HP: +5; Defense: +5","https://maplestorywiki.net/w/Mossy_Snail#Ellin_Forest","https://media.maplestorywiki.net/yetidb/Use_Mossy_Snail_Familiar.png"
"","Forest Badge","Tree Rod Familiar","FALSE","Requires Booster Packs","Max HP: +5; Defense: +5","https://maplestorywiki.net/w/Tree_Rod#Ellin_Forest","https://media.maplestorywiki.net/yetidb/Use_Tree_Rod_Familiar.png"
"","Forest Badge","Mossy Mushroom Familiar","FALSE","Requires Booster Packs","Max HP: +5; Defense: +5","https://maplestorywiki.net/w/Mossy_Mushroom#Ellin_Forest","https://media.maplestorywiki.net/yetidb/Use_Mossy_Mushroom_Familiar.png"
"","Forest Badge","Stone Bug Familiar","FALSE","Requires Booster Packs","Max HP: +5; Defense: +5","https://maplestorywiki.net/w/Stone_Bug#Ellin_Forest","https://media.maplestorywiki.net/yetidb/Use_Stone_Bug_Familiar.png"
"","Forest Badge","Primitive Boar Familiar","FALSE","Requires Booster Packs","Max HP: +5; Defense: +5","https://maplestorywiki.net/w/Primitive_Boar#Ellin_Forest","https://media.maplestorywiki.net/yetidb/Use_Primitive_Boar_Familiar.png"
"","Forest Badge","Super-Charged Poison Golem Familiar","TRUE","Requires Booster Packs","Max HP: +5; Defense: +5","","https://media.maplestorywiki.net/yetidb/Use_Super-Charged_Poison_Golem_Familiar.png"
"","Wings Badge","Jr. Cellion Familiar","FALSE","Requires Booster Packs","Speed: +1; All Stats: +1%","https://maplestorywiki.net/w/Jr._Cellion#Orbis","https://media.maplestorywiki.net/yetidb/Use_Jr._Cellion_Familiar.png"
"","Wings Badge","Jr. Lioner Familiar","FALSE","Requires Booster Packs","Speed: +1; All Stats: +1%","https://maplestorywiki.net/w/Jr._Lioner#Orbis","https://media.maplestorywiki.net/yetidb/Use_Jr._Lioner_Familiar.png"
"","Wings Badge","Jr. Grupin Familiar","FALSE","Requires Booster Packs","Speed: +1; All Stats: +1%","https://maplestorywiki.net/w/Jr._Grupin#Orbis","https://media.maplestorywiki.net/yetidb/Use_Jr._Grupin_Familiar.png"
"","Wings Badge","Cellion Familiar","FALSE","Requires Booster Packs","Speed: +1; All Stats: +1%","https://maplestorywiki.net/w/Cellion#Orbis","https://media.maplestorywiki.net/yetidb/Use_Cellion_Familiar.png"
"","Wings Badge","Lioner Familiar","FALSE","Requires Booster Packs","Speed: +1; All Stats: +1%","https://maplestorywiki.net/w/Lioner#Orbis","https://media.maplestorywiki.net/yetidb/Use_Lioner_Familiar.png"
"","Wings Badge","Grupin Familiar","FALSE","Requires Booster Packs","Speed: +1; All Stats: +1%","https://maplestorywiki.net/w/Grupin#Orbis","https://media.maplestorywiki.net/yetidb/Use_Grupin_Familiar.png"
"","Wings Badge","Jr. Lucida Familiar","FALSE","Requires Booster Packs","Speed: +1; All Stats: +1%","https://maplestorywiki.net/w/Jr._Lucida#Orbis","https://media.maplestorywiki.net/yetidb/Use_Jr._Lucida_Familiar.png"
"","Wings Badge","Lucida Familiar","FALSE","Requires Booster Packs","Speed: +1; All Stats: +1%","https://maplestorywiki.net/w/Lucida#Orbis","https://media.maplestorywiki.net/yetidb/Use_Lucida_Familiar.png"
"","Wings Badge","Star Pixie Familiar","FALSE","Requires Booster Packs","Speed: +1; All Stats: +1%","https://maplestorywiki.net/w/Star_Pixie#Orbis","https://media.maplestorywiki.net/yetidb/Use_Star_Pixie_Familiar.png"
"","Wings Badge","Lunar Pixie Familiar","FALSE","Requires Booster Packs","Speed: +1; All Stats: +1%","https://maplestorywiki.net/w/Lunar_Pixie#Orbis","https://media.maplestorywiki.net/yetidb/Use_Lunar_Pixie_Familiar.png"
"","Wings Badge","Luster Pixie Familiar","FALSE","Requires Booster Packs","Speed: +1; All Stats: +1%","https://maplestorywiki.net/w/Luster_Pixie#Orbis","https://media.maplestorywiki.net/yetidb/Use_Luster_Pixie_Familiar.png"
"","Wings Badge","Eliza Familiar","FALSE","Requires Booster Packs","Speed: +1; All Stats: +1%","https://maplestorywiki.net/w/Eliza#Orbis","https://media.maplestorywiki.net/yetidb/Use_Eliza_Familiar.png"
"","Wings Badge","Papa Pixie Familiar","TRUE","Requires Booster Packs","Speed: +1; All Stats: +1%","","https://media.maplestorywiki.net/yetidb/Use_Papa_Pixie_Familiar.png"
"","Shrine Badge","Crow Familiar","TRUE","Requires Booster Packs","15% chance to recover 40 MP after defeating a monster; Damage: +1%","","https://media.maplestorywiki.net/yetidb/Use_Crow_Familiar.png"
"","Shrine Badge","Fire Raccoon Familiar","TRUE","Requires Booster Packs","15% chance to recover 40 MP after defeating a monster; Damage: +1%","","https://media.maplestorywiki.net/yetidb/Use_Fire_Raccoon_Familiar.png"
"","Shrine Badge","Cloud Fox Familiar","TRUE","Requires Booster Packs","15% chance to recover 40 MP after defeating a monster; Damage: +1%","","https://media.maplestorywiki.net/yetidb/Use_Cloud_Fox_Familiar.png"
"","Shrine Badge","Nightghost Familiar","TRUE","Requires Booster Packs","15% chance to recover 40 MP after defeating a monster; Damage: +1%","","https://media.maplestorywiki.net/yetidb/Use_Nightghost_Familiar.png"
"","Shrine Badge","Big Cloud Fox Familiar","TRUE","Requires Booster Packs","15% chance to recover 40 MP after defeating a monster; Damage: +1%","","https://media.maplestorywiki.net/yetidb/Use_Big_Cloud_Fox_Familiar.png"
"","Shrine Badge","Paper Lantern Ghost Familiar","TRUE","Requires Booster Packs","15% chance to recover 40 MP after defeating a monster; Damage: +1%","","https://media.maplestorywiki.net/yetidb/Use_Paper_Lantern_Ghost_Familiar.png"
"","Shrine Badge","Water Goblin Familiar","TRUE","Requires Booster Packs","15% chance to recover 40 MP after defeating a monster; Damage: +1%","","https://media.maplestorywiki.net/yetidb/Use_Water_Goblin_Familiar.png"
"","Shrine Badge","Dreamy Ghost Familiar","TRUE","Requires Booster Packs","15% chance to recover 40 MP after defeating a monster; Damage: +1%","","https://media.maplestorywiki.net/yetidb/Use_Dreamy_Ghost_Familiar.png"
"","Shrine Badge","Black Crow Familiar","TRUE","Requires Booster Packs","15% chance to recover 40 MP after defeating a monster; Damage: +1%","","https://media.maplestorywiki.net/yetidb/Use_Black_Crow_Familiar.png"
"","City Badge","Rooster Familiar","TRUE","Requires Booster Packs","Attack Power: +1; Magic Attack: +2","","https://media.maplestorywiki.net/yetidb/Use_Rooster_Familiar.png"
"","City Badge","Duck Familiar","TRUE","Requires Booster Packs","Attack Power: +1; Magic Attack: +2","","https://media.maplestorywiki.net/yetidb/Use_Duck_Familiar.png"
"","City Badge","Sheep Familiar","TRUE","Requires Booster Packs","Attack Power: +1; Magic Attack: +2","","https://media.maplestorywiki.net/yetidb/Use_Sheep_Familiar.png"
"","City Badge","Black Sheep Familiar","TRUE","Requires Booster Packs","Attack Power: +1; Magic Attack: +2","","https://media.maplestorywiki.net/yetidb/Use_Black_Sheep_Familiar.png"
"","City Badge","Goat Familiar","TRUE","Requires Booster Packs","Attack Power: +1; Magic Attack: +2","","https://media.maplestorywiki.net/yetidb/Use_Goat_Familiar.png"
"","City Badge","Black Goat Familiar","TRUE","Requires Booster Packs","Attack Power: +1; Magic Attack: +2","","https://media.maplestorywiki.net/yetidb/Use_Black_Goat_Familiar.png"
"","City Badge","Cow Familiar","TRUE","Requires Booster Packs","Attack Power: +1; Magic Attack: +2","","https://media.maplestorywiki.net/yetidb/Use_Cow_Familiar.png"
"","City Badge","Plow Ox Familiar","TRUE","Requires Booster Packs","Attack Power: +1; Magic Attack: +2","","https://media.maplestorywiki.net/yetidb/Use_Plow_Ox_Familiar.png"
"","City Badge","Giant Centipede Familiar","TRUE","Requires Booster Packs","Attack Power: +1; Magic Attack: +2","","https://media.maplestorywiki.net/yetidb/Use_Giant_Centipede_Familiar.png"
"","Mighty Badge","Black Bear Swordsman Familiar","TRUE","Requires Booster Packs","STR: +2; Attack Power: +2","","https://media.maplestorywiki.net/yetidb/Use_Black_Bear_Swordsman_Familiar.png"
"","Mighty Badge","White Tiger Swordsman Familiar","FALSE","Requires Booster Packs","STR: +2; Attack Power: +2","https://maplestorywiki.net/w/White_Tiger_Swordsman#Mount_Song","https://media.maplestorywiki.net/yetidb/Use_White_Tiger_Swordsman_Familiar.png"
"","Mighty Badge","Eagle Swordsman Familiar","FALSE","Requires Booster Packs","STR: +2; Attack Power: +2","https://maplestorywiki.net/w/Eagle_Swordsman#Mount_Song","https://media.maplestorywiki.net/yetidb/Use_Eagle_Swordsman_Familiar.png"
"","Mighty Badge","Male Thief Familiar","FALSE","Requires Booster Packs","STR: +2; Attack Power: +2","https://maplestorywiki.net/w/Male_Thief#Mount_Song","https://media.maplestorywiki.net/yetidb/Use_Male_Thief_Familiar.png"
"","Mighty Badge","Female Thief Familiar","FALSE","Requires Booster Packs","STR: +2; Attack Power: +2","https://maplestorywiki.net/w/Female_Thief#Mount_Song","https://media.maplestorywiki.net/yetidb/Use_Female_Thief_Familiar.png"
"","Mighty Badge","Censer Familiar","FALSE","Requires Booster Packs","STR: +2; Attack Power: +2","https://maplestorywiki.net/w/Censer#Mount_Song","https://media.maplestorywiki.net/yetidb/Use_Censer_Familiar.png"
"","Mighty Badge","Mini Bronze Martial Artist Familiar","FALSE","Requires Booster Packs","STR: +2; Attack Power: +2","https://maplestorywiki.net/w/Mini_Bronze_Martial_Artist#Shaolin_Temple","https://media.maplestorywiki.net/yetidb/Use_Mini_Bronze_Martial_Artist_Familiar.png"
"","Mighty Badge","Bronze Staffman Familiar","FALSE","Requires Booster Packs","STR: +2; Attack Power: +2","https://maplestorywiki.net/w/Bronze_Staffman#Shaolin_Temple","https://media.maplestorywiki.net/yetidb/Use_Bronze_Staffman_Familiar.png"
"","Mighty Badge","Silver Spearman Familiar","FALSE","Requires Booster Packs","STR: +2; Attack Power: +2","https://maplestorywiki.net/w/Silver_Spearman#Shaolin_Temple","https://media.maplestorywiki.net/yetidb/Use_Silver_Spearman_Familiar.png"
"","Mighty Badge","Silver Giant Familiar","FALSE","Requires Booster Packs","STR: +2; Attack Power: +2","https://maplestorywiki.net/w/Silver_Giant#Shaolin_Temple","https://media.maplestorywiki.net/yetidb/Use_Silver_Giant_Familiar.png"
"","Mighty Badge","Mini Gold Martial Artist Familiar","FALSE","Requires Booster Packs","STR: +2; Attack Power: +2","https://maplestorywiki.net/w/Mini_Gold_Martial_Artist#Shaolin_Temple","https://media.maplestorywiki.net/yetidb/Use_Mini_Gold_Martial_Artist_Familiar.png"
"","Mighty Badge","Golden Giant Familiar","FALSE","Requires Booster Packs","STR: +2; Attack Power: +2","https://maplestorywiki.net/w/Golden_Giant#Shaolin_Temple","https://media.maplestorywiki.net/yetidb/Use_Golden_Giant_Familiar.png"
"","Mighty Badge","Martial Artist Familiar","TRUE","Requires Booster Packs","STR: +2; Attack Power: +2","","https://media.maplestorywiki.net/yetidb/Use_Martial_Artist_Familiar.png"
"","Exorcism Badge","Mano Familiar","FALSE","Requires Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Mano#Lith_Harbor","https://media.maplestorywiki.net/yetidb/Use_Mano_Familiar.png"
"","Exorcism Badge","Stumpy Familiar","FALSE","Requires Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Stumpy#Perion","https://media.maplestorywiki.net/yetidb/Use_Stumpy_Familiar.png"
"","Exorcism Badge","Dyle Familiar","FALSE","Requires Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Dyle#Kerning_City","https://media.maplestorywiki.net/yetidb/Use_Dyle_Familiar.png"
"","Exorcism Badge","Eliza Familiar","FALSE","Requires Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Eliza#Orbis","https://media.maplestorywiki.net/yetidb/Use_Eliza_Familiar.png"
"","Exorcism Badge","Lord Skeleton Familiar","TRUE","Requires Booster Packs","All Stats: +1%","","https://media.maplestorywiki.net/yetidb/Use_Lord_Skeleton_Familiar.png"
"","Exorcism Badge","Deo Familiar","FALSE","Requires Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Deo#Ariant","https://media.maplestorywiki.net/yetidb/Use_Deo_Familiar.png"
"","Exorcism Badge","D. Roy Familiar","FALSE","Requires Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/D._Roy#Magatia","https://media.maplestorywiki.net/yetidb/Use_D._Roy_Familiar.png"
"","Exorcism Badge","Rurumo Familiar","FALSE","Requires Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Rurumo#Magatia","https://media.maplestorywiki.net/yetidb/Use_Rurumo_Familiar.png"
"","Exorcism Badge","Master Hoblin Familiar","TRUE","Requires Booster Packs","All Stats: +1%","","https://media.maplestorywiki.net/yetidb/Use_Master_Hoblin_Familiar.png"
"","Exorcism Badge","Master Harp Familiar","TRUE","Requires Booster Packs","All Stats: +1%","","https://media.maplestorywiki.net/yetidb/Use_Master_Harp_Familiar.png"
"","Exorcism Badge","Timer Familiar","FALSE","Requires Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/Timer#Ludibrium","https://media.maplestorywiki.net/yetidb/Use_Timer_Familiar.png"
"","Exorcism Badge","Master Birk Familiar","TRUE","Requires Booster Packs","All Stats: +1%","","https://media.maplestorywiki.net/yetidb/Use_Master_Birk_Familiar.png"
"","Exorcism Badge","Kentaurus King Familiar","TRUE","Requires Booster Packs","All Stats: +1%","","https://media.maplestorywiki.net/yetidb/Use_Kentaurus_King_Familiar.png"
"","Exorcism Badge","Coco Familiar","TRUE","Requires Booster Packs","All Stats: +1%","","https://media.maplestorywiki.net/yetidb/Use_Coco_Familiar.png"
"","Exorcism Badge","King Centipede Familiar","TRUE","Requires Booster Packs","All Stats: +1%","","https://media.maplestorywiki.net/yetidb/Use_King_Centipede_Familiar.png"
"","Exorcism Badge","King Sage Cat Familiar","FALSE","Requires Booster Packs","All Stats: +1%","https://maplestorywiki.net/w/King_Sage_Cat#Mu_Lung","https://media.maplestorywiki.net/yetidb/Use_King_Sage_Cat_Familiar.png"
"","Exorcism Badge","Pixiemom Familiar","TRUE","Requires Booster Packs","All Stats: +1%","","https://media.maplestorywiki.net/yetidb/Use_Pixiemom_Familiar.png"
"","Exorcism Badge","Queen Pepe Familiar","TRUE","Requires Booster Packs","All Stats: +1%","","https://media.maplestorywiki.net/yetidb/Use_Queen_Pepe_Familiar.png"
"","Exorcism Badge","Toy Black Knight Familiar","TRUE","Requires Booster Packs","All Stats: +1%","","https://media.maplestorywiki.net/yetidb/Use_Toy_Black_Knight_Familiar.png"
"","Exorcism Badge","Zeno Familiar","TRUE","Requires Booster Packs","All Stats: +1%","","https://media.maplestorywiki.net/yetidb/Use_Zeno_Familiar.png"
"","Cursed Badge","Corrupted Veilstone Alpha Familiar","TRUE","Requires Booster Packs","Defense: +2%; Critical Rate: +1%","","https://media.maplestorywiki.net/yetidb/Use_Corrupted_Veilstone_Familiar.png"
"","Cursed Badge","Corrupted Veilstone Beta Familiar","TRUE","Requires Booster Packs","Defense: +2%; Critical Rate: +1%","","https://media.maplestorywiki.net/yetidb/Use_Corrupted_Veilstone_Familiar.png"
"","Cursed Badge","Corrupted Veilstone Gamma Familiar","TRUE","Requires Booster Packs","Defense: +2%; Critical Rate: +1%","","https://media.maplestorywiki.net/yetidb/Use_Corrupted_Veilstone_Familiar.png"
"","Cursed Badge","Corrupted Veilstone Delta Familiar","TRUE","Requires Booster Packs","Defense: +2%; Critical Rate: +1%","","https://media.maplestorywiki.net/yetidb/Use_Corrupted_Veilstone_Familiar.png"
